Date,Total_Consumption
2020-10-02,28.5
2020-10-03,24.3
2020-10-04,38.1
2020-10-05,58.8
2020-10-06,38.400000000000006
2020-10-07,26.700000000000003
2020-10-08,26.1
2020-10-09,19.5
2020-10-10,41.7
2020-10-11,25.200000000000003
2020-10-12,36.0
2020-10-13,23.4
2020-10-14,37.5
2020-10-15,25.5
2020-10-16,21.0
2020-10-17,65.1
2020-10-18,23.4
2020-10-19,22.200000000000003
2020-10-20,25.5
2020-10-21,49.2
2020-10-22,19.5
2020-10-23,33.900000000000006
2020-10-24,54.0
2020-10-25,58.8
2020-10-26,17.4
2020-10-27,17.700000000000003
2020-10-28,21.0
2020-10-29,40.8
2020-10-30,30.6
2020-10-31,36.900000000000006
2020-11-01,54.3
2020-11-02,73.80000000000001
2020-11-03,62.7
2020-11-04,54.900000000000006
2020-11-05,23.700000000000003
2020-11-06,18.0
2020-11-07,18.0
2020-11-08,19.8
2020-11-09,17.4
2020-11-10,56.400000000000006
2020-11-11,48.0
2020-11-12,27.9
2020-11-13,26.1
2020-11-14,51.900000000000006
2020-11-15,43.8
2020-11-16,26.700000000000003
2020-11-17,22.5
2020-11-18,74.1
2020-11-19,19.8
2020-11-20,28.200000000000003
2020-11-21,54.6
2020-11-22,52.5
2020-11-23,19.5
2020-11-24,48.0
2020-11-25,42.3
2020-11-26,27.9
2020-11-27,18.3
2020-11-28,34.2
2020-11-29,33.0
2020-11-30,26.1
2020-12-01,6.8
2020-12-02,9.6
2020-12-03,8.2
2020-12-04,18.1
2020-12-05,9.6
2020-12-06,6.2
2020-12-07,2.9
2020-12-08,5.3
2020-12-09,19.6
2020-12-10,7.2
2020-12-11,8.0
2020-12-12,12.8
2020-12-13,13.3
2020-12-14,10.7
2020-12-15,9.4
2020-12-16,9.8
2020-12-17,7.3
2020-12-18,8.7
2020-12-19,12.8
2020-12-20,6.2
2020-12-21,11.9
2020-12-22,8.0
2020-12-23,7.4
2020-12-24,22.7
2020-12-25,16.1
2020-12-26,14.6
2020-12-27,13.7
2020-12-28,12.9
2020-12-29,10.1
2020-12-30,20.1
2020-12-31,9.6
2021-01-01,7.7
2021-01-02,8.5
2021-01-03,7.7
2021-01-04,9.3
2021-01-05,12.5
2021-01-06,6.7
2021-01-07,7.6
2021-01-08,3.0
2021-01-09,9.9
2021-01-10,8.8
2021-01-11,6.3
2021-01-14,4.6
2021-01-15,14.0
2021-01-16,14.0
2021-01-17,10.2
2021-01-18,8.7
2021-01-19,12.8
2021-01-20,15.5
2021-01-21,10.2
2021-01-22,8.5
2021-01-23,18.3
2021-01-24,15.8
2021-01-25,9.8
2021-01-26,9.4
2021-01-27,20.0
2021-01-28,11.3
2021-01-29,10.9
2021-01-30,22.7
2021-01-31,10.6
2021-02-01,6.6
2021-02-02,9.2
2021-02-03,3.6
2021-02-04,7.3
2021-02-05,19.1
2021-02-06,4.9
2021-02-07,6.8
2021-02-08,3.0
2021-02-09,7.3
2021-02-10,12.8
2021-02-11,5.5
2021-02-13,16.8
2021-02-14,8.5
2021-02-15,12.5
2021-02-16,9.7
2021-02-17,17.5
2021-02-18,8.6
2021-02-19,10.7
2021-02-20,12.4
2021-02-21,25.6
2021-02-22,9.8
2021-02-23,9.1
2021-02-24,11.9
2021-02-25,8.3
2021-02-26,12.4
2021-02-27,11.6
2021-02-28,3.5
2021-03-01,60.900000000000006
2021-03-02,76.5
2021-03-03,18.6
2021-03-04,39.0
2021-03-05,29.4
2021-03-06,35.400000000000006
2021-03-07,31.8
2021-03-08,17.700000000000003
2021-03-09,29.1
2021-03-10,55.2
2021-03-11,30.6
2021-03-13,66.9
2021-03-14,42.0
2021-03-15,33.3
2021-03-16,28.200000000000003
2021-03-17,54.6
2021-03-18,32.400000000000006
2021-03-19,31.200000000000003
2021-03-20,2.7
2021-03-21,29.1
2021-03-22,33.0
2021-03-23,43.8
2021-03-24,55.2
2021-03-24,43.8
2021-03-25,31.200000000000003
2021-03-26,35.400000000000006
2021-03-27,44.400000000000006
2021-03-28,61.8
2021-03-29,31.5
2021-03-30,44.1
2021-03-31,55.8
2021-04-01,32.400000000000006
2021-04-02,44.1
2021-04-03,19.5
2021-04-04,45.0
2021-04-05,34.2
2021-04-06,38.400000000000006
2021-04-07,45.6
2021-04-08,22.200000000000003
2021-04-09,48.6
2021-04-10,43.8
2021-04-11,102.9
2021-04-13,36.900000000000006
2021-04-14,55.5
2021-04-15,45.6
2021-04-16,42.6
2021-04-17,42.0
2021-04-18,34.8
2021-04-19,50.400000000000006
2021-04-20,42.6
2021-04-21,33.599999999999994
2021-04-22,37.5
2021-04-23,30.0
2021-04-24,60.6
2021-04-25,44.400000000000006
2021-04-26,30.6
2021-04-27,29.4
2021-04-28,26.4
2021-04-29,28.8
2021-04-30,39.900000000000006
2021-05-01,44.7
2021-05-02,41.1
2021-05-03,28.5
2021-05-04,36.0
2021-05-05,48.3
2021-05-06,84.9
2021-05-07,36.900000000000006
2021-05-08,21.6
2021-05-09,44.1
2021-05-10,48.3
2021-05-11,37.8
2021-05-13,41.7
2021-05-14,37.8
2021-05-15,53.1
2021-05-16,60.900000000000006
2021-05-17,35.7
2021-05-18,30.0
2021-05-19,37.8
2021-05-20,26.1
2021-05-21,33.3
2021-05-22,56.7
2021-05-23,41.7
2021-05-24,47.400000000000006
2021-05-25,33.599999999999994
2021-05-26,52.5
2021-05-26,33.599999999999994
2021-05-27,35.7
2021-05-28,34.2
2021-05-29,54.900000000000006
2021-05-30,50.7
2021-05-31,39.6
2021-06-01,48.6
2021-06-02,76.19999999999999
2021-06-03,21.6
2021-06-04,40.8
2021-06-05,26.4
2021-06-06,69.30000000000001
2021-06-07,29.700000000000003
2021-06-08,20.700000000000003
2021-06-09,41.400000000000006
2021-06-10,31.8
2021-06-11,49.5
2021-06-13,63.3
2021-06-14,33.3
2021-06-15,30.6
2021-06-16,56.7
2021-06-17,27.3
2021-06-18,34.2
2021-06-19,46.5
2021-06-20,47.7
2021-06-21,56.1
2021-06-22,57.0
2021-06-23,63.0
2021-06-24,36.900000000000006
2021-06-25,32.7
2021-06-26,41.400000000000006
2021-06-27,48.3
2021-06-28,42.3
2021-06-29,53.400000000000006
2021-06-30,39.3
2021-07-01,31.5
2021-07-02,47.400000000000006
2021-07-03,37.2
2021-07-04,42.0
2021-07-05,31.5
2021-07-06,28.200000000000003
2021-07-07,25.200000000000003
2021-07-08,16.200000000000003
2021-07-09,34.8
2021-07-10,39.0
2021-07-11,34.2
2021-07-13,46.5
2021-07-14,34.5
2021-07-15,39.0
2021-07-16,21.3
2021-07-17,20.4
2021-07-18,19.5
2021-07-19,20.700000000000003
2021-07-20,22.5
2021-07-21,32.7
2021-07-22,35.7
2021-07-23,37.2
2021-07-24,31.200000000000003
2021-07-25,37.5
2021-07-26,26.1
2021-07-27,24.3
2021-07-28,23.4
2021-07-29,23.4
2021-07-29,16.799999999999997
2021-07-30,16.799999999999997
